claim,method,hessian,d,param,eta_op,eta_formula,bound_lo,bound_hi,rho_at_formula,rel_err,bound_ok,mc_eta
2,ZO-GDM,random_dense_d40_decay,40,0.0,0.4663932530080797,0.4663932530080744,0.3841242587768306,0.623704155019866,1.0000000000000022,1.142613123974264e-14,True,nan
2,ZO-GDM,random_dense_d40_decay,40,0.3,0.35016099577399795,0.35016099577543547,0.2950405755412098,0.43659290851390614,0.9999999999999987,4.105302388409239e-12,True,nan
2,ZO-GDM,random_dense_d40_decay,40,0.6,0.2089205003404291,0.20892050034048235,0.1795070887966876,0.2494816620079464,0.9999999999999974,2.548107722507733e-13,True,nan
2,ZO-GDM,random_dense_d40_decay,40,0.9,0.05377556768982084,0.0537755676898198,0.04695629209075882,0.06237041550198658,1.0000000000000073,1.9355148263420815e-14,True,nan
2,ZO-GDM,random_dense_d40_two_group,40,0.0,0.08727249460823432,0.0872724946087439,0.08695652173913043,0.09523809523809523,0.9999999999999988,5.838935770080348e-12,True,nan
2,ZO-GDM,random_dense_d40_two_group,40,0.3,0.06229641462367983,0.06229641462369787,0.06211604095563139,0.06666666666666667,1.0000000000000013,2.896013239146488e-13,True,nan
2,ZO-GDM,random_dense_d40_two_group,40,0.6,0.036041963247489345,0.036041963247488616,0.035955056179775284,0.0380952380952381,1.0000000000000036,2.021487716713174e-14,True,nan
2,ZO-GDM,random_dense_d40_two_group,40,0.9,0.009087983285204325,0.00908798328530786,0.00906921241050119,0.009523809523809521,1.0,1.1392542513538794e-11,True,nan
2,ZO-GDM,random_dense_d40_linear,40,0.0,0.0927592900002248,0.0927592900002263,0.09009009009009007,0.099009900990099,0.9999999999999999,1.6157962002946602e-14,True,nan
2,ZO-GDM,random_dense_d40_linear,40,0.3,0.06589752319451773,0.06589752319451331,0.06440198159943382,0.0693069306930693,1.0,6.718028381165939e-14,True,nan
2,ZO-GDM,random_dense_d40_linear,40,0.6,0.038008086817581756,0.03800808681555222,0.037296037296037296,0.0396039603960396,1.0000000000000013,5.339748541201669e-11,True,nan
2,ZO-GDM,random_dense_d40_linear,40,0.9,0.00956312916971669,0.009563129169717353,0.009410599306587417,0.009900990099009898,1.000000000000004,6.929367532977973e-14,True,nan
3,ZO-Adam,random_dense_d40_decay,40,0.1,0.8438045324551877,0.8438045324552271,0.6967920823063699,1.0197808054563773,1.0000000000000087,4.6708586951426855e-14,True,nan
3,ZO-Adam,random_dense_d40_decay,40,0.5,0.8905218103857259,0.8905218103857493,0.761071950046738,1.0197808054563773,0.9999999999999977,2.6305594704573757e-14,True,nan
3,ZO-Adam,random_dense_d40_decay,40,0.9,0.917758814387985,0.9177588143879299,0.8040131319555517,1.0197808054563773,1.0000000000000007,6.00016705457991e-14,True,nan
3,ZO-Adam,random_dense_d40_two_group,40,0.1,0.13532176741517069,0.13532176741517377,0.13207732729284197,0.1458774573676722,1.0000000000000009,2.2766986806213917e-14,True,nan
3,ZO-Adam,random_dense_d40_two_group,40,0.5,0.13799832787713157,0.13799832787932206,0.1354954563741553,0.1458774573676722,0.9999999999999942,1.5873364676393864e-11,True,nan
3,ZO-Adam,random_dense_d40_two_group,40,0.9,0.1395922192948696,0.13959221929487547,0.13755646725779636,0.1458774573676722,1.0000000000000009,4.215265048608151e-14,True,nan
3,ZO-Adam,random_dense_d40_linear,40,0.1,0.13154789293038155,0.13154789293038366,0.13011279799445588,0.13829166889405994,1.0000000000000027,1.60354050513308e-14,True,nan
3,ZO-Adam,random_dense_d40_linear,40,0.5,0.13328427068642057,0.13328427068643373,0.13219772107045188,0.13829166889405994,0.9999999999999983,9.870739265820357e-14,True,nan
3,ZO-Adam,random_dense_d40_linear,40,0.9,0.1343095860943419,0.13430958609439222,0.1334356076133385,0.13829166889405994,1.0000000000000024,3.746631945970701e-13,True,nan
1-control,ZO-GD vs GD,spectrum_mult1,100,nan,0.18577669772428848,0.18577669772428848,nan,nan,nan,nan,True,2.0
1-control,ZO-GD vs GD,spectrum_mult2,100,nan,0.12441105319949791,0.12441105319949791,nan,nan,nan,nan,True,2.0
1-control,ZO-GD vs GD,spectrum_mult4,100,nan,0.07394891222340783,0.07394891222340783,nan,nan,nan,nan,True,1.0
1-mc,ZO-GD,random_dense_d40_decay,40,nan,0.466393253008079,0.466393253008079,nan,nan,nan,nan,True,0.4843805798387527
1-mc,ZO-GD,random_dense_d40_two_group,40,nan,0.08727249460877635,0.08727249460877635,nan,nan,nan,nan,True,0.0901092220926284
1-mc,ZO-GD,random_dense_d40_linear,40,nan,0.09275929000021801,0.09275929000021801,nan,nan,nan,nan,True,0.09703670366764071
